/workspace/modded-nanogpt/exp/b_mom98.py:27: SyntaxWarning: invalid escape sequence '\s'
step:360/5100 train_loss:4.6870 train_time:49964ms step_avg:142.76ms
step:361/5100 train_loss:4.7953 train_time:50106ms step_avg:142.75ms
step:362/5100 train_loss:4.7876 train_time:50250ms step_avg:142.76ms
step:363/5100 train_loss:4.7824 train_time:50390ms step_avg:142.75ms
step:364/5100 train_loss:4.8318 train_time:50534ms step_avg:142.75ms
step:365/5100 train_loss:4.8924 train_time:50676ms step_avg:142.75ms
step:366/5100 train_loss:4.8317 train_time:50817ms step_avg:142.74ms
step:367/5100 train_loss:4.7825 train_time:50963ms step_avg:142.75ms
step:368/5100 train_loss:4.7831 train_time:51104ms step_avg:142.75ms
step:369/5100 train_loss:4.8299 train_time:51249ms step_avg:142.75ms
step:370/5100 train_loss:4.7374 train_time:51391ms step_avg:142.75ms
step:371/5100 train_loss:4.7540 train_time:51535ms step_avg:142.76ms
step:372/5100 train_loss:4.8675 train_time:51680ms step_avg:142.76ms
step:373/5100 train_loss:4.7717 train_time:51821ms step_avg:142.76ms
step:374/5100 train_loss:4.7784 train_time:51967ms step_avg:142.77ms
step:375/5100 train_loss:4.7447 train_time:52109ms step_avg:142.76ms
step:376/5100 train_loss:4.9070 train_time:52252ms step_avg:142.76ms
step:377/5100 train_loss:4.8192 train_time:52390ms step_avg:142.75ms
step:378/5100 train_loss:4.7675 train_time:52530ms step_avg:142.75ms
